"n_Acc","x","y","shoe","row_number","min_dist","horiz_dist"
1,-0.0683333333333333,0.415,182,24433,0.0274873708374511,0.0274873708374511
1,-0.055,-0.405,182,24434,0.0589726867098471,0.0636832439151427
1,-0.0483333333333333,-0.448333333333333,182,24435,0.0274873708374514,0.0405517502019882
1,-0.045,0.461666666666667,182,24436,0.0359010987142297,0.0412310562561765
1,-0.045,0.085,182,24437,0.0773160900316213,0.08
1,-0.0216666666666667,-0.168333333333333,182,24438,0.0889444270941755,0.09
1,-0.0183333333333333,-0.165,182,24439,0.0915302014516399,0.0933333333333334
1,-0.015,0.265,182,24440,0.103333333333333,0.103333333333333
1,-0.00833333333333333,-0.285,182,24441,0.119675487140108,0.12
1,-0.005,0.125,182,24442,0.122927259430572,0.126666666666667
1,0.00166666666666667,-0.448333333333333,182,24443,0.0405517502019885,0.0902465758045393
1,0.005,-0.405,182,24444,0.0833333333333333,0.123513382090993
1,0.00833333333333333,0.431666666666667,182,24445,0.0599999999999997,0.100221975855819
1,0.015,0.365,182,24446,0.122247472139282,0.140158640277524
1,0.0216666666666667,-0.458333333333333,182,24447,0.0348010216963688,0.0968962790249909
1,0.0283333333333333,0.191666666666667,182,24448,0.152023390013218,0.156985491190888
1,0.0316666666666667,0.468333333333333,182,24449,0.0223606797749982,0.0372677996249965
1,0.035,-0.338333333333333,182,24450,0.140158640277524,0.140158640277524
1,0.0616666666666667,0.298333333333333,182,24451,0.130170827931778,0.146666666666667
1,0.075,0.108333333333333,182,24452,0.148810095236998,0.156666666666667
1,0.0916666666666667,0.291666666666667,182,24453,0.109188929027728,0.116856987619721
1,0.111666666666667,0.195,182,24454,0.12,0.12
1,0.115,0.405,182,24455,0.019436506316151,0.019436506316151
1,0.121666666666667,0.381666666666667,182,24456,0.0307318148576425,0.0348010216963681
1,0.121666666666667,-0.101666666666667,182,24457,0.0760116950066088,0.0769559758707676
1,0.125,-0.101666666666667,182,24458,0.0728010988928051,0.0736357401145817
1,0.128333333333333,-0.231666666666667,182,24459,0.0517472489875337,0.0533333333333337
1,0.131666666666667,-0.298333333333333,182,24460,0.0485340659285366,0.0499999999999997
1,0.141666666666667,0.281666666666667,182,24461,0.0686375342732462,0.0707106781186544
1,0.148333333333333,0.141666666666667,182,24462,0.0833333333333336,0.0833333333333336
1,0.151666666666667,-0.301666666666667,182,24463,0.0284800124843913,0.0284800124843913
1,0.158333333333333,-0.165,182,24464,0.0300000000000003,0.0300000000000003
1,0.161666666666667,-0.268333333333333,182,24465,0.0169967317119755,0.0169967317119755
1,0.171666666666667,-0.138333333333333,182,24466,0.021081851067789,0.021081851067789
1,0.201666666666667,0.095,182,24467,0.0266666666666663,0.0266666666666663
0,0.045,0.435,182,24468,0.0463081466314993,0.0734090518184841
0,0.115,-0.045,182,24469,0.09,0.09
0,0.0916666666666667,-0.271666666666667,182,24470,0.0869226987360353,0.0869226987360353
0,0.101666666666667,0.345,182,24471,0.0703167436990963,0.083399973354645
0,0.105,0.355,182,24472,0.0612825877028341,0.0736357401145818
0,-0.0816666666666667,0.295,182,24473,0.0401386485959743,0.0401386485959743
0,-0.0183333333333333,0.0116666666666667,182,24474,0.0966666666666667,0.0966666666666667
0,-0.00833333333333333,0.181666666666667,182,24475,0.119675487140108,0.126666666666667
0,-0.0916666666666667,0.055,182,24476,0.0266666666666666,0.0266666666666666
0,0.105,0.0516666666666667,182,24477,0.105934990547138,0.106718737290547
